"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Fiscal Year Type","Value","Value Footnotes"
"Canada","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1974","100","Canadian dollar                         ","1993","Western calendar year","3844000000",""
"Canada","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1973","100","Canadian dollar                         ","1993","Western calendar year","15739000000",""
"Canada","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1973","100","Canadian dollar                         ","1993","Western calendar year","2738000000",""
"Canada","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1972","100","Canadian dollar                         ","1993","Western calendar year","13950000000",""
"Canada","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1972","100","Canadian dollar                         ","1993","Western calendar year","2306000000",""
"Canada","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1971","100","Canadian dollar                         ","1993","Western calendar year","12368000000",""
"Canada","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1971","100","Canadian dollar                         ","1993","Western calendar year","1995000000",""
"Canada","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1970","100","Canadian dollar                         ","1993","Western calendar year","11343000000",""
"Canada","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1970","100","Canadian dollar                         ","1993","Western calendar year","1883000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2018","1000","Euro","2008","Western calendar year","325660000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2018","1000","Euro","2008","Western calendar year","424650000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2017","1000","Euro","2008","Western calendar year","315294000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2017","1000","Euro","2008","Western calendar year","430481000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2016","1000","Euro","2008","Western calendar year","300104000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2016","1000","Euro","2008","Western calendar year","418371000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2015","1000","Euro","2008","Western calendar year","291433000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2015","1000","Euro","2008","Western calendar year","413030000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2014","1000","Euro","2008","Western calendar year","289860000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2014","1000","Euro","2008","Western calendar year","408802000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2013","1000","Euro","2008","Western calendar year","292332000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2013","1000","Euro","2008","Western calendar year","398881000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2012","1000","Euro","2008","Western calendar year","283324000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2012","300","1999 FRF euro / euro","1993","Western calendar year","283450000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2012","1000","Euro","2008","Western calendar year","387117000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2012","300","1999 FRF euro / euro","1993","Western calendar year","387001000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2011","1000","Euro","2008","Western calendar year","276001000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2011","300","1999 FRF euro / euro","1993","Western calendar year","275561000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2011","1000","Euro","2008","Western calendar year","376155000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2011","300","1999 FRF euro / euro","1993","Western calendar year","375906000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2010","1000","Euro","2008","Western calendar year","257034000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2010","300","1999 FRF euro / euro","1993","Western calendar year","256107000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2010","1000","Euro","2008","Western calendar year","361844000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2010","300","1999 FRF euro / euro","1993","Western calendar year","360957000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2009","1000","Euro","2008","Western calendar year","254818000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2009","300","1999 FRF euro / euro","1993","Western calendar year","253716000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2009","1000","Euro","2008","Western calendar year","354283000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2009","300","1999 FRF euro / euro","1993","Western calendar year","353745000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2008","1000","Euro","2008","Western calendar year","264267000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2008","300","1999 FRF euro / euro","1993","Western calendar year","261569000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2008","1000","Euro","2008","Western calendar year","350663000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2008","300","1999 FRF euro / euro","1993","Western calendar year","350022000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2007","1000","Euro","2008","Western calendar year","263323000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2007","300","1999 FRF euro / euro","1993","Western calendar year","258591000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2007","1000","Euro","2008","Western calendar year","341169000000",""
